source,method,method_label,total_mld,between_mld,within_mld,between_pct,within_pct
WID_per_capita,baseline,$0.01 replacement,1.3927940561223278,0.3941791650137858,0.998614891108542,28.30132446940637,71.69867553059363
WID_per_capita,alt1,$0.10 replacement,1.2919041784410352,0.3940738773133986,0.8978303011276366,30.503336384354363,69.49666361564564
WID_per_capita,country_min,Country min replacement,1.2441955469979753,0.39415834231258773,0.8500372046853877,31.679774394276073,68.32022560572393
